Date,NIFTY 50,NIFTY AUTO,NIFTY MEDIA,NIFTY METALS,NIFTY IT,NIFTY RURAL
10_07_2026_15_20,24209.1,26863.9,1482.9,12693.8,28013.2,15409.8
10_07_2026_15_25,24211.7,26867.1,1481.9,12691.8,28022.4,15411
13_07_2026_09_15,24027.4,26611.9,1480.85,12547.3,28183.9,15283.2
13_07_2026_09_20,24023.5,26613.7,1488.4,12565.6,28022.1,15288
13_07_2026_09_25,24027.4,26607.6,1492.65,12572.6,27987.5,15302
13_07_2026_09_30,24028.1,26561.8,1492.6,12557.3,27987.6,15293.7
13_07_2026_09_35,24067.9,26626.8,1489.15,12578.9,28151.4,15317.2
13_07_2026_09_40,24075,26628.6,1491.7,12574.2,28143.2,15329.6
13_07_2026_09_45,24107.4,26645.2,1490.3,12586.2,28247.9,15340.2
13_07_2026_09_50,24116,26650.1,1489.6,12589,28225.4,15339.4
13_07_2026_09_55,24121.2,26677,1488.55,12595.1,28205.7,15346.2
13_07_2026_10_00,24110.1,26692.3,1486.85,12599.5,28217.9,15348.8
13_07_2026_10_05,24109.3,26725.2,1486.45,12597.5,28181.2,15347.7
13_07_2026_10_10,24114.2,26735.9,1487.6,12593.9,28171.8,15347.7
13_07_2026_10_15,24113.8,26730.6,1489.05,12588.8,28186.8,15351
13_07_2026_10_20,24119.1,26745.3,1492.5,12579.2,28177.1,15352.7
13_07_2026_10_25,24145.8,26775.2,1491.55,12576.8,28277.4,15361.8
13_07_2026_10_30,24154.8,26843.9,1494.2,12592.8,28287.4,15374.8
13_07_2026_10_35,24134.5,26822.2,1493.65,12583.8,28306.3,15365
13_07_2026_10_40,24141.7,26834.3,1498.3,12585,28327.8,15367.1
13_07_2026_10_45,24137.3,26800.1,1495.9,12574.8,28467.2,15355.8
13_07_2026_10_50,24123.2,26781.8,1499.55,12552.5,28515.9,15344.3
13_07_2026_10_55,24132.6,26822.3,1498.3,12559.7,28520.4,15352.2
13_07_2026_11_00,24139.9,26818.2,1498.4,12571.5,28550.9,15351.7
13_07_2026_11_05,24144.4,26827.9,1500.75,12578.2,28565.3,15351.1
13_07_2026_11_10,24146.7,26848.9,1500.55,12572,28622.8,15352.7
13_07_2026_11_15,24137.6,26879.5,1499.65,12560.8,28640.2,15348.8
13_07_2026_11_20,24146.7,26972.2,1500.2,12558,28587.7,15360
13_07_2026_11_25,24138.2,26933.1,1499.05,12538.8,28614.8,15353.3
13_07_2026_11_30,24148.3,26918.4,1499.3,12544,28674.5,15359.2
13_07_2026_11_35,24136,26920.9,1498.5,12538.1,28629.4,15352.9
13_07_2026_11_40,24130.7,26891.2,1498.8,12534.7,28664.6,15347.2
13_07_2026_11_45,24144.8,26876.3,1497,12540.8,28743.2,15343
13_07_2026_11_50,24142.1,26870.8,1497.3,12529.8,28820.9,15341
13_07_2026_11_55,24140.5,26877.2,1495.85,12513.2,28937.5,15344.2
13_07_2026_12_00,24154.2,26896.8,1497.05,12528.7,28984.8,15346.7
13_07_2026_12_05,24156.7,26885.8,1499.35,12523.1,29010.2,15344
13_07_2026_12_10,24182,26888.2,1501.85,12540.5,29053.8,15354
13_07_2026_12_15,24190.7,26891.6,1504.9,12550,29017.4,15357.8
13_07_2026_12_20,24183.9,26909.3,1502.25,12535.5,29045.2,15356.2
13_07_2026_12_25,24181.8,26864.3,1500.95,12544.2,29002.4,15353.3
13_07_2026_12_30,24200.8,26853.4,1500.5,12544.5,29160.9,15353.2
13_07_2026_12_35,24212.1,26878.8,1501.05,12553.7,29198.2,15361.5
13_07_2026_12_40,24214.8,26878.9,1503.25,12555.9,29196.6,15363.5
13_07_2026_12_45,24216.7,26890.3,1502.8,12553.9,29225.6,15369
13_07_2026_12_50,24238.6,26916.4,1503,12568.4,29242.8,15380.3
13_07_2026_12_55,24223.8,26909.7,1502.85,12557.8,29240.9,15372.3
13_07_2026_13_00,24211.2,26879.9,1502.05,12558.8,29252.9,15364.8
13_07_2026_13_05,24218.7,26887.2,1502.85,12562,29226.2,15366.3
13_07_2026_13_10,24222,26893.2,1503.45,12568.7,29250.7,15370.8
13_07_2026_13_15,24215.5,26880.6,1502.8,12571.7,29178.2,15364.2
13_07_2026_13_20,24201.8,26879.8,1501.2,12566.2,29094.9,15357.7
13_07_2026_13_25,24171.4,26847.2,1500.6,12557.6,29050.6,15338.2
13_07_2026_13_30,24185.1,26851.8,1500.65,12560.4,29107.7,15343.8
13_07_2026_13_35,24199.2,26884.8,1501.3,12574.2,29106.8,15354.8
13_07_2026_13_40,24191,26880.8,1501.95,12586.5,29079.6,15352
13_07_2026_13_45,24200.6,26899.9,1503.4,12585.2,29067.1,15360.8
13_07_2026_13_50,24192,26887.8,1511.1,12586.3,29052.2,15356
13_07_2026_13_55,24197.3,26888.6,1509.55,12588.1,29044.6,15359.3
13_07_2026_14_00,24200.8,26905.8,1510.2,12582.4,29068.7,15364.2
13_07_2026_14_05,24203.2,26927.9,1511.4,12586.8,29065.7,15367.5
13_07_2026_14_10,24215.3,26924.8,1513,12587.7,29048.2,15371.3
13_07_2026_14_15,24223.2,26940.8,1512.55,12589.1,29062.5,15375.2
13_07_2026_14_20,24229.3,26946.9,1513.05,12587.5,29050.8,15380.7
13_07_2026_14_25,24229.4,26941.1,1512.05,12596.2,29024.1,15378.9
13_07_2026_14_30,24233.7,26990.9,1516.85,12608,29048.8,15384.2
13_07_2026_14_35,24217.8,26970.3,1517.8,12590.4,29039.8,15377.1
13_07_2026_14_40,24227.9,26976.2,1517.75,12602.8,29060.5,15381.1
13_07_2026_14_45,24237.3,27013.5,1520.65,12604.7,29070.4,15388.7
13_07_2026_14_50,24250.3,27033.2,1519.75,12611.7,29079.6,15395.5
13_07_2026_14_55,24229.7,27011.8,1515.4,12604.9,29077.1,15383.8
13_07_2026_15_00,24227.4,26978.4,1518.1,12602,29051.7,15378
13_07_2026_15_05,24214.8,26975.8,1515.3,12599,29001.7,15376.5
13_07_2026_15_10,24205.7,26974.3,1514.75,12606.5,28984,15370.7
13_07_2026_15_15,24195.8,26978.2,1515.25,12595.8,28989.8,15366.8
13_07_2026_15_20,24202.4,26982.2,1514.75,12600.8,29010.8,15370.8
13_07_2026_15_25,24211.2,26995.8,1515.5,12602.5,29023.2,15374.8
14_07_2026_09_15,24109.8,26749.3,1504.95,12656,29136.4,15289.3
14_07_2026_09_20,24144.8,26704.9,1508.9,12668.2,29157.3,15304.5
14_07_2026_09_25,24140.9,26623.8,1518.15,12687.1,29195.2,15300.6
14_07_2026_09_30,24134.4,26649.6,1519.25,12736.2,29059.2,15308.5
14_07_2026_09_35,24104.9,26613.2,1516.8,12689.2,29073.8,15288.7
14_07_2026_09_40,24100.2,26607.8,1513.4,12702.8,29010.4,15273.7
14_07_2026_09_45,24079.1,26565.2,1514,12673.2,29020.4,15259.5
14_07_2026_09_50,24064.7,26514.9,1516.05,12672.8,28964.4,15249.2
14_07_2026_09_55,24077.6,26530.9,1514.25,12641.7,28926.7,15258.3
14_07_2026_10_00,24086.8,26598.3,1516.75,12651.2,28898,15271.2
14_07_2026_10_05,24094.5,26597.2,1520.15,12675.3,28928.4,15270
14_07_2026_10_10,24085.2,26574.9,1516.75,12709.7,28907.2,15267.4
14_07_2026_10_15,24047.7,26525.7,1514.7,12693.8,28865.8,15243.1
14_07_2026_10_20,24063.4,26578.8,1518.3,12704,28891.7,15255.8
14_07_2026_10_25,24086.6,26560.2,1519.35,12724.2,29086.6,15257.6
14_07_2026_10_30,24101.1,26583.3,1521.35,12738.3,29081.3,15269.2
14_07_2026_10_35,24094.3,26566.1,1517.5,12736.2,29058.6,15263
14_07_2026_10_40,24100.5,26564.7,1516.9,12735.2,28952.6,15267.6
14_07_2026_10_45,24119.8,26602.2,1517.85,12723.8,28940.4,15279.5
14_07_2026_10_50,24114.1,26601.3,1519.3,12743.4,28940.2,15278
14_07_2026_10_55,24121.3,26608.6,1518.1,12757.7,28956.8,15280
14_07_2026_11_00,24123.5,26617.4,1517.25,12747.9,28934.2,15290
14_07_2026_11_05,24128.4,26597.7,1517.3,12731.9,28981.2,15286.8
14_07_2026_11_10,24139.2,26616.8,1518.35,12748.6,28994.5,15304.2
14_07_2026_11_15,24133.1,26612.3,1518.15,12754.2,28998.9,15302
14_07_2026_11_20,24138.8,26617.4,1515.6,12758.2,28973.7,15307.5
14_07_2026_11_25,24141.2,26603.3,1516.55,12761.5,28990.2,15303.3
14_07_2026_11_30,24128.8,26601.9,1516.1,12742.2,28952.5,15297.6
14_07_2026_11_35,24117,26604.1,1515.75,12734,28946.5,15288.5
14_07_2026_11_40,24105,26614.4,1517.05,12736,28948.2,15287.1
14_07_2026_11_45,24108.5,26607.1,1516.1,12751.8,28913.4,15285.2
14_07_2026_11_50,24109.7,26624.1,1517.05,12746.8,28895.3,15286.4
14_07_2026_11_55,24102.2,26607.3,1516.35,12725.2,28895.1,15283.3
14_07_2026_12_00,24107.2,26615.7,1516.9,12737.4,28857.4,15288.7
14_07_2026_12_05,24096.2,26614.4,1516.85,12725.3,28827.8,15285.7
14_07_2026_12_10,24091.9,26608.6,1515.1,12723.8,28791.4,15287.8
14_07_2026_12_15,24086.3,26612.8,1515.15,12702.5,28803.6,15283.5
14_07_2026_12_20,24080.7,26600,1514.2,12685.2,28842.7,15277.5
14_07_2026_12_25,24059.6,26557.8,1513.25,12673.9,28827.6,15258.7
14_07_2026_12_30,24066.5,26582.7,1513.05,12677.5,28812.2,15267.5
14_07_2026_12_35,24071.9,26608.1,1512.75,12685.7,28780.2,15278.8
14_07_2026_12_40,24079.2,26619.7,1512.85,12686.7,28783.9,15284.1
14_07_2026_12_45,24082.6,26609.6,1513.6,12683.5,28814.2,15279.8
14_07_2026_12_50,24082.4,26591.5,1512.45,12675,28822.7,15278.5
14_07_2026_12_55,24078,26585,1512,12669.3,28803.5,15277
14_07_2026_13_00,24083.8,26599.1,1512.6,12678.7,28792.9,15277.8
14_07_2026_13_05,24087.4,26604.5,1512.4,12682.8,28765.2,15281.9
14_07_2026_13_10,24081.4,26589.2,1512.35,12683.4,28754.7,15278.2
14_07_2026_13_15,24086.4,26599.3,1510.2,12691,28774.8,15277.5
14_07_2026_13_20,24089.3,26607.5,1510.95,12685.3,28765.7,15284.7
14_07_2026_13_25,24093.3,26629.3,1510.1,12684,28760.4,15288
14_07_2026_13_30,24075.2,26610.5,1511.5,12676.7,28748.7,15280.5
14_07_2026_13_35,24047.7,26560.8,1510.15,12671.8,28748.8,15261.3
14_07_2026_13_40,24052.2,26559.3,1510.2,12678.8,28744.9,15263.4
14_07_2026_13_45,24067.3,26561.2,1511.05,12688.6,28771.4,15272.7
14_07_2026_13_50,24060.3,26550.3,1510.3,12683.7,28748.4,15270.5
14_07_2026_13_55,24065.1,26560.3,1510.2,12680.3,28767.2,15272.3
14_07_2026_14_00,24065.2,26553.2,1510.35,12684.3,28758.7,15276.4
14_07_2026_14_05,24052.4,26523.7,1510.25,12673.5,28751.4,15264.3
14_07_2026_14_10,24064.4,26553.8,1510.25,12676.5,28806.3,15272.3
14_07_2026_14_15,24058.4,26535.2,1510.5,12671,28790.2,15266.9
14_07_2026_14_20,24056.3,26533.1,1508.25,12663.2,28786.7,15265.6
14_07_2026_14_25,24046.4,26527.3,1509,12658.4,28761.7,15257.9
14_07_2026_14_30,24057.3,26529.2,1507.85,12658.8,28786.3,15261.8
14_07_2026_14_35,24055.5,26542.1,1508.65,12663.8,28795.8,15262.9
14_07_2026_14_40,24051.2,26531.9,1509.35,12664.2,28746.5,15262.7
14_07_2026_14_45,24029.8,26522.8,1508.85,12657.8,28733.3,15249.7
14_07_2026_14_50,24030.3,26527.9,1508.4,12666.2,28728.5,15248.3
14_07_2026_14_55,24040.6,26522.1,1510.25,12663,28710.1,15250
14_07_2026_15_00,24060.2,26552.8,1511.35,12682.5,28735.4,15266.5
14_07_2026_15_05,24064.3,26561.3,1511.35,12683,28729.5,15269.6
14_07_2026_15_10,24052.1,26546.4,1510,12679,28711.6,15254.8
14_07_2026_15_15,24041.7,26540.4,1509.55,12677.2,28723.4,15253.2
14_07_2026_15_20,24043.3,26544.2,1509.95,12680.8,28706.8,15253
14_07_2026_15_25,24035.2,26539.2,1510.85,12670.8,28693.4,15246.8
15_07_2026_09_15,24147.3,26737.3,1503.6,12689.7,28316.6,15353.3
15_07_2026_09_20,24190.6,26752.6,1503.9,12671.5,28500.7,15362.3
15_07_2026_09_25,24195.7,26724.2,1508,12660.3,28629.3,15364.2
15_07_2026_09_30,24199.8,26771.9,1510,12661.4,28581.3,15375.4
15_07_2026_09_35,24195.5,26831.7,1514.75,12650.9,28535.7,15380.8
15_07_2026_09_40,24195.1,26808.8,1516.5,12666.6,28555.8,15374.8
15_07_2026_09_45,24191.8,26784.6,1516.75,12678.5,28522.8,15374.5
15_07_2026_09_50,24199.2,26793.6,1516.95,12680,28527.8,15387.2
15_07_2026_09_55,24184.9,26746.8,1518,12667.3,28558.8,15374.6
15_07_2026_10_00,24187.3,26698.3,1515.8,12660,28590.8,15361.2
15_07_2026_10_05,24195.1,26692.1,1516.85,12666,28582.4,15363
15_07_2026_10_10,24202.3,26719.9,1514.05,12658.8,28690.3,15365.3
15_07_2026_10_15,24213.1,26719.9,1512.65,12669.8,28701.8,15371
15_07_2026_10_20,24213.4,26705.7,1512.05,12664.2,28674.7,15369.7
15_07_2026_10_25,24204.9,26702.9,1510.1,12653.3,28640.5,15368.4
15_07_2026_10_30,24203.5,26762.3,1513,12658.5,28568.1,15377.7
15_07_2026_10_35,24197.9,26731.4,1511.65,12654.8,28541.8,15377
15_07_2026_10_40,24207.8,26707.1,1509.75,12653.3,28592.7,15378.3
15_07_2026_10_45,24202.5,26682.6,1510,12656.5,28593.9,15371.8
15_07_2026_10_50,24194.7,26684.8,1509.2,12664.2,28531.9,15372.3
15_07_2026_10_55,24185,26692.7,1508.55,12657.7,28549.3,15365.8
15_07_2026_11_00,24192.3,26685.7,1506.95,12658,28547.5,15366.8
15_07_2026_11_05,24194.8,26680.3,1510,12656.8,28570.2,15368.9
15_07_2026_11_10,24172.8,26654.4,1508.55,12654.5,28515.8,15356.4
15_07_2026_11_15,24187.6,26658.2,1509.75,12655.2,28561.2,15357
15_07_2026_11_20,24182.2,26652.7,1510.25,12652.8,28552.7,15356.8
15_07_2026_11_25,24202.7,26672.9,1510.8,12653.7,28612.4,15363.8
15_07_2026_11_30,24210.9,26711.8,1510.95,12661.4,28609.2,15372.4
15_07_2026_11_35,24191.9,26708.3,1509.85,12646.6,28622.9,15367.5
15_07_2026_11_40,24174.4,26716.6,1508.35,12646.5,28618.6,15368.7
15_07_2026_11_45,24174.8,26706.4,1508.65,12636,28618.6,15365.2
15_07_2026_11_50,24177.5,26727.2,1509.75,12632,28620.8,15363
15_07_2026_11_55,24180.8,26731.4,1507.6,12628.2,28614.4,15360.9
15_07_2026_12_00,24181.9,26734.8,1507.45,12622.7,28632.7,15358.6
15_07_2026_12_05,24184.3,26739.2,1507,12625.2,28627.3,15358.7
15_07_2026_12_10,24191.1,26740.9,1507.65,12626.5,28624.8,15369
15_07_2026_12_15,24191.2,26726.3,1510.2,12629.1,28626.4,15366.6
15_07_2026_12_20,24186.2,26709.7,1509.45,12629.2,28623.9,15359
15_07_2026_12_25,24168.4,26694.4,1507.8,12632.8,28620.2,15351.7
15_07_2026_12_30,24166.7,26705.2,1506.15,12628.7,28615.6,15349.4
15_07_2026_12_35,24145.8,26680.8,1504.85,12620.3,28591,15336.9
15_07_2026_12_40,24160.1,26700.8,1504.35,12625.2,28605.8,15344.7
15_07_2026_12_45,24148,26700.1,1503.85,12624.7,28560.4,15339.7
15_07_2026_12_50,24125.9,26681.9,1504.5,12622.2,28562.2,15327.2
15_07_2026_12_55,24054,26608.2,1501,12586.8,28459.6,15289.1
15_07_2026_13_00,24069.2,26618.8,1504.8,12592,28488.9,15297
15_07_2026_13_05,24045.8,26598.4,1505.4,12577.8,28501.4,15277
15_07_2026_13_10,24054.4,26607.7,1505.2,12577.8,28531.8,15279.8
15_07_2026_13_15,24085.3,26641.5,1505.8,12595,28550.1,15304.2
15_07_2026_13_20,24072.4,26625.2,1504.95,12588,28544.8,15293.5
15_07_2026_13_25,24074.9,26626.9,1506.05,12589.8,28531.5,15293.4
15_07_2026_13_30,24063,26618.5,1505,12592.8,28525.8,15288
15_07_2026_13_35,24064.3,26624.5,1504.7,12597.3,28534.8,15284.8
15_07_2026_13_40,24061.6,26616.9,1504.2,12591,28546.8,15283.2
15_07_2026_13_45,24067.8,26627.3,1504,12594,28528.8,15290.1
15_07_2026_13_50,24053.1,26613.3,1503.3,12584.2,28550.7,15278.7
15_07_2026_13_55,24078.3,26639.4,1504.1,12587.5,28614.2,15293.5
15_07_2026_14_00,24077.4,26643.5,1503.15,12593.6,28583.6,15296
15_07_2026_14_05,24089.1,26647.3,1503.35,12606.7,28589.2,15303
15_07_2026_14_10,24086.4,26641.3,1503.4,12605.8,28615.3,15301.1
15_07_2026_14_15,24082.7,26641.3,1504.55,12605.7,28638.1,15301.5
15_07_2026_14_20,24072.2,26640.8,1503.2,12599.6,28620.2,15299.3
15_07_2026_14_25,24077.7,26643.6,1502.95,12597.5,28610.2,15299.8
15_07_2026_14_30,24075.2,26640.6,1504.3,12587.2,28599.4,15301.6
15_07_2026_14_35,24105.1,26670.4,1504.2,12607.8,28614.9,15319
15_07_2026_14_40,24101.5,26651.4,1504.4,12575.4,28630.2,15314
15_07_2026_14_45,24082.6,26628.2,1503.55,12567.5,28573.8,15310.7
15_07_2026_14_50,24082.6,26640.6,1504.25,12562.2,28565.4,15310.7
15_07_2026_14_55,24067.8,26638.1,1504.85,12559.3,28535.8,15304.8
15_07_2026_15_00,24073.7,26635.2,1503.45,12542.4,28542.4,15306.7
15_07_2026_15_05,24072.7,26635.2,1502.3,12535,28528.5,15303.3
15_07_2026_15_10,24077.8,26641.1,1503.45,12538.2,28516.7,15304.7
15_07_2026_15_15,24079.1,26634.2,1504.05,12537.2,28508.3,15308.8
15_07_2026_15_20,24086.3,26649.3,1501.75,12535.9,28541.7,15314.4
15_07_2026_15_25,24073.4,26646.4,1504.6,12538.3,28550.2,15311.2
16_07_2026_09_15,24157.1,26804.7,1506.15,12570.8,28973.7,15362.1
16_07_2026_09_20,24140.4,26846.7,1504.4,12535.7,28936.2,15355.2
16_07_2026_09_25,24127.5,26842.1,1500.75,12531.7,28905.7,15349.7
16_07_2026_09_30,24110.4,26812.2,1500.55,12526.3,28801.3,15336.9
16_07_2026_09_35,24108.1,26800.3,1503.2,12526.8,28816.7,15340.3
16_07_2026_09_40,24140.8,26810.1,1504.5,12544.6,28840.2,15351
16_07_2026_09_45,24122.6,26821.7,1503.8,12533.5,28800.6,15352.5
16_07_2026_09_50,24125.6,26835.9,1503,12540.7,28858.4,15352
16_07_2026_09_55,24128.1,26826.3,1504.7,12547.7,28926.8,15356.2
16_07_2026_10_00,24130.3,26838.3,1509.15,12544.1,28976.6,15357.2
16_07_2026_10_05,24125.6,26800.2,1519.65,12556.4,28899.7,15354.2
16_07_2026_10_10,24126.4,26804.2,1518.45,12562.9,28951.4,15354.7
16_07_2026_10_15,24125.8,26800.2,1515.9,12560.5,28969.1,15351.1
16_07_2026_10_20,24130.2,26819.3,1517.25,12580.7,28962.2,15357.5
16_07_2026_10_25,24123.5,26818.2,1517.95,12590.8,28965.8,15354.5
16_07_2026_10_30,24116.4,26828.3,1518.85,12575.5,28977,15349.2
16_07_2026_10_35,24113.8,26811.8,1517.1,12574,29012.8,15349.2
16_07_2026_10_40,24126.6,26811.8,1519.5,12581.3,28956.2,15355
16_07_2026_10_45,24146.3,26849.3,1521.5,12585.2,28997.7,15373
16_07_2026_10_50,24150.9,26847.5,1522.6,12582.7,28979.9,15375.7
16_07_2026_10_55,24168.6,26864.9,1522.9,12586.7,28997.5,15385
16_07_2026_11_00,24173.6,26887.2,1527.2,12584.9,29011.7,15390.2
16_07_2026_11_05,24169.6,26879.4,1526.35,12580.3,28993.3,15388.5
16_07_2026_11_10,24157.9,26874.8,1524.4,12565,28971.8,15381.2
16_07_2026_11_15,24148.2,26872.7,1523.6,12574.2,28958.3,15380.3
16_07_2026_11_20,24151.8,26879.2,1522.5,12575,28960.4,15383
16_07_2026_11_25,24146.3,26871.1,1522.3,12583.2,28964.2,15381
16_07_2026_11_30,24150.6,26861.2,1518.95,12575.2,28936.7,15387.2
16_07_2026_11_35,24160,26883.7,1519.2,12574.2,28924.9,15395.8
16_07_2026_11_40,24149.5,26858,1519.25,12566.1,28940.3,15386.3
16_07_2026_11_45,24148.6,26837.3,1519.5,12567.7,28937.8,15381.7
16_07_2026_11_50,24152.8,26834.6,1519.65,12555.3,28995,15378.2
16_07_2026_11_55,24151,26834.7,1518.75,12554.8,28982.5,15376.8
16_07_2026_12_00,24138.7,26821.8,1519.65,12542.5,28989.3,15369.2
16_07_2026_12_05,24139.6,26825.2,1519.65,12541.8,28970.8,15372.5
16_07_2026_12_10,24133.9,26823,1518.75,12550.5,28916.8,15371
16_07_2026_12_15,24138.5,26829.2,1518.45,12550.8,28931,15375
16_07_2026_12_20,24138.2,26808.8,1518.45,12542,28956.5,15376.8
16_07_2026_12_25,24159.6,26803.6,1519.95,12547.8,28973.7,15383.7
16_07_2026_12_30,24146.5,26794.9,1519.45,12540.8,28964.1,15374.4
16_07_2026_12_35,24141.4,26773,1521.5,12534.7,28969.2,15368
16_07_2026_12_40,24130.4,26757.6,1520.8,12531.9,28966.6,15362.7
16_07_2026_12_45,24131.9,26774.6,1519.75,12536.2,28912.2,15368
16_07_2026_12_50,24125.6,26769.9,1518.55,12530.7,28890.1,15365.8
16_07_2026_12_55,24124.6,26762.9,1519,12528.2,28908.1,15362.8
16_07_2026_13_00,24125.1,26771.2,1520.45,12526.5,28887.1,15360.8
16_07_2026_13_05,24125.5,26757.5,1522.25,12523.5,28893.8,15364.4
16_07_2026_13_10,24120.6,26783.8,1522.4,12522.5,28915.1,15366.2
16_07_2026_13_15,24115.4,26784.1,1521.45,12517.1,28882.8,15363.6
16_07_2026_13_20,24114.3,26793.2,1521.5,12518,28851.2,15365
16_07_2026_13_25,24105.8,26791.6,1518,12517,28850,15360.1
16_07_2026_13_30,24090.6,26773.8,1517.85,12515,28844.3,15349.5
16_07_2026_13_35,24070.4,26748.8,1516.25,12490.3,28831.4,15335.5
16_07_2026_13_40,24053.5,26718.5,1516.4,12486,28823.5,15322.9
16_07_2026_13_45,24060.4,26727.8,1516.5,12490.2,28809.2,15325.7
16_07_2026_13_50,24075.2,26748.4,1517.5,12494.7,28834.1,15335.7
16_07_2026_13_55,24096.4,26772.4,1518.15,12503.2,28857.9,15348.9
16_07_2026_14_00,24091.8,26778.5,1517.85,12496.8,28840.4,15347.9
16_07_2026_14_05,24091.1,26774.4,1518.15,12498.1,28847.9,15345.5
16_07_2026_14_10,24094.2,26797.1,1516.95,12501,28837.2,15348.5
16_07_2026_14_15,24102.9,26798.3,1517.95,12513.5,28863.5,15353.5
16_07_2026_14_20,24090.6,26794.8,1515.65,12494.2,28855.7,15343.8
16_07_2026_14_25,24085.8,26789.7,1515.8,12492.8,28862.4,15339.1
16_07_2026_14_30,24095.2,26801,1515.95,12495,28867,15341.6
16_07_2026_14_35,24097.3,26794.7,1515.9,12492.4,28859.2,15340
16_07_2026_14_40,24096,26796.3,1517.4,12492.6,28850.2,15341.2
16_07_2026_14_45,24092.2,26784,1519,12493.2,28839.1,15339.8
16_07_2026_14_50,24096.3,26815.6,1520.15,12495.5,28828.7,15346
16_07_2026_14_55,24111.7,26814.8,1521.9,12493.2,28834.1,15348.1
16_07_2026_15_00,24067.7,26778.2,1522.9,12489.3,28726.8,15324.7
16_07_2026_15_05,24075.6,26773.9,1522.75,12489.7,28734.4,15323.5
16_07_2026_15_10,24071.1,26759.8,1519.85,12495.2,28697.9,15319.2
16_07_2026_15_15,24065.7,26760.4,1520.95,12500,28706.9,15319.5
16_07_2026_15_20,24058.9,26754.7,1519.6,12499,28703.6,15320.3
16_07_2026_15_25,24081.1,26779.9,1519,12504.4,28766.8,15321.8
17_07_2026_09_15,24187.8,26931.6,1509.4,12468.7,29264.4,15324.7
17_07_2026_09_20,24191.9,26944.9,1503.85,12458.1,29247.7,15317.7
17_07_2026_09_25,24210,27000.8,1504.35,12460.8,29145.5,15346.7
17_07_2026_09_30,24206.6,27009.7,1509.7,12489.7,29102.8,15355.8
17_07_2026_09_35,24219.2,26967.2,1506.95,12459.5,29131.2,15347
17_07_2026_09_40,24231.3,26970.1,1504.55,12480,29135.3,15348.8
17_07_2026_09_45,24236.8,26986.9,1504.1,12455.7,29015.9,15357.8
17_07_2026_09_50,24240,26958.8,1504.95,12444.8,29106.5,15347.7
17_07_2026_09_55,24228.8,26959.2,1504.2,12431.3,29055.2,15340.4
17_07_2026_10_00,24214.5,26920.9,1503.35,12436,29037.3,15327.8
17_07_2026_10_05,24231.9,26962.4,1506.25,12450,29080.4,15341.9
17_07_2026_10_10,24239.8,26960.9,1509.95,12447.8,29073.6,15341
17_07_2026_10_15,24273.9,26991.7,1513.95,12464.7,29066.7,15365.2
17_07_2026_10_20,24255.6,26981.8,1515,12455.2,29046.4,15356.5
17_07_2026_10_25,24281.6,27018.2,1513.65,12479.8,28969.5,15369.7
17_07_2026_10_30,24284.3,27033.2,1513.45,12475.2,28998.3,15372.2
17_07_2026_10_35,24267.2,26982.4,1513.45,12460.4,29038.1,15355.4
17_07_2026_10_40,24259.1,26957.4,1514.55,12461.8,29006.9,15351.9
17_07_2026_10_45,24249.9,26967.9,1513.25,12456,29011,15343.3
17_07_2026_10_50,24255.6,26949.7,1512.65,12454.2,29007.2,15349.7
17_07_2026_10_55,24257,26952.4,1513.8,12448.7,29012.4,15346.2
17_07_2026_11_00,24258.2,26973.4,1514.6,12451.3,29052.5,15343.8
17_07_2026_11_05,24241.9,26962.1,1513.2,12448.3,29031.3,15335.2
17_07_2026_11_10,24235.7,26964.4,1511.6,12441.8,29009.6,15332.2
17_07_2026_11_15,24241.7,26957.3,1509.95,12435,29037.7,15329.5
17_07_2026_11_20,24246.2,26955.6,1510,12426.5,29044.9,15327.3
17_07_2026_11_25,24243,26956.1,1508.5,12421.8,29003.2,15323.5
17_07_2026_11_30,24252.6,26968.8,1508,12408.7,29070.2,15323.8
17_07_2026_11_35,24257.1,26961.8,1506.25,12403.4,29108.2,15330.2
17_07_2026_11_40,24267.2,26974.7,1506.1,12420.3,29094.2,15331.5
17_07_2026_11_45,24267.7,26973.7,1506.15,12416.5,29096.9,15332
17_07_2026_11_50,24279,26985.2,1505.25,12414.9,29114.7,15337.7
17_07_2026_11_55,24277.8,26970.2,1505.6,12417.3,29099.7,15332.3
17_07_2026_12_00,24274.8,26981.3,1505,12423,29085.9,15332.8
17_07_2026_12_05,24274.2,26965.9,1504.8,12413.2,29141.9,15330
17_07_2026_12_10,24276.6,26975.4,1504.85,12410.5,29088.9,15329.4
17_07_2026_12_15,24275.4,26973.6,1504.9,12413.8,29078.7,15330.2
17_07_2026_12_20,24281.8,26980.6,1506.05,12422.1,29142.7,15335.3
17_07_2026_12_25,24277.7,26960.8,1507.7,12415,29162.7,15332.3
17_07_2026_12_30,24281.2,26968.8,1507.2,12417.8,29200.1,15334.8
17_07_2026_12_35,24277.8,26979.5,1507.35,12410,29182.5,15339
17_07_2026_12_40,24277.1,26970.9,1508.6,12403,29207.9,15347.2
17_07_2026_12_45,24294,27000.4,1508.55,12400.2,29191.3,15359.1
17_07_2026_12_50,24273.9,27000.1,1508.1,12393,29180.8,15351.9
17_07_2026_12_55,24283.3,27025.2,1508.1,12397,29243.9,15352.5
17_07_2026_13_00,24279.8,27061.3,1508.95,12397,29236.4,15357.8
