Transcode,TimeStamp,MsgLen,IdxToken,OpenVal,CurrVal,HighVal,LowVal,PerChange,IntHighVal,IntLowVal,IntOpenVal,IntCloseVal,IndicativeCloseValue
8,1777542119,52,39,2624040,2621265,2640670,2604805,-114,2623155,2620980,2622930,2621265,2627230
8,1777542119,52,46,304633,303898,304634,303178,-22,303914,303898,303914,303898,0
8,1777542119,52,107,4181055,4152365,4183460,4129490,-94,4152535,4151960,4152230,4152365,0
8,1777542119,52,121,434840,433750,435640,430365,-58,433750,433655,433745,433750,434045
8,1777542119,52,133,2856465,2843700,2859765,2813175,-15,2844245,2843140,2844100,2843700,2848140
8,1777542119,52,112,1195730,1187040,1196005,1178690,-143,1187175,1186940,1187090,1187040,1188675
8,1777542119,52,19,1807350,1799520,1809775,1781650,-54,1799720,1799250,1799715,1799520,1801340
8,1777542119,52,15,2319195,2326855,2337510,2305485,3,2327025,2325770,2326065,2326855,2328405
8,1777542119,52,23,1305600,1282120,1305610,1281025,-221,1282400,1282050,1282285,1282120,1284795
8,1777542119,52,20,1373550,1368660,1375360,1359445,-100,1369020,1368635,1369020,1368660,1370605
8,1777542119,52,22,145905,145465,146735,143910,-61,145550,145440,145505,145465,145580
8,1777542119,52,93,2000490,2000975,2009225,1983165,-34,2001015,2000700,2000875,2000975,0
8,1777542119,52,7,2492720,2486105,2498480,2468815,-98,2486900,2486055,2486900,2486105,2489475
8,1777542119,52,51,2213000,2197365,2213275,2183490,-107,2197530,2197145,2197530,2197365,2200800
8,1777542119,52,83,129535,129535,129535,129535,1,129535,129535,129535,129535,0
8,1777542119,52,41,260230,259486,260232,258922,-26,259486,259486,259486,259486,0
8,1777542119,52,11,174375,186025,194800,171850,668,186150,185950,186000,186025,0
8,1777542119,52,48,3372715,3352775,3375475,3329550,-115,3353055,3352705,3352940,3352775,0
8,1777542119,52,90,4436830,4399180,4442630,4370405,-92,4399980,4398550,4399595,4399180,0
8,1777542119,52,25,1029995,1022925,1030040,1015715,-119,1023120,1022870,1023045,1022925,1023855
8,1777542119,52,87,526060,523020,528435,519480,-118,523065,522925,522990,523020,523940
8,1777542119,52,55,2021900,2013945,2023925,1998240,-56,2014020,2013750,2013900,2013945,0
8,1777542119,52,63,1593785,1587420,1594460,1576080,-88,1587755,1587380,1587755,1587420,1589430
8,1777542119,52,113,213000,212605,213625,210750,-39,212705,212595,212605,212605,212855
8,1777542119,52,120,2358780,2355425,2364850,2318875,-110,2355500,2354805,2355050,2355425,2356800
8,1777542119,52,114,2127390,2119365,2130485,2099350,-92,2119660,2119165,2119310,2119365,2123130
8,1777542119,52,30,752205,745190,752205,740025,-75,745280,745065,745230,745190,745655
8,1777542119,52,33,1205915,1202540,1215030,1185665,-178,1203410,1202470,1203335,1202540,0
8,1777542119,52,38,1597620,1591715,1600670,1579075,-84,1591790,1591325,1591520,1591715,1594495
8,1777542119,52,91,870090,870330,875725,864845,-73,870765,870285,870710,870330,0
8,1777542119,52,42,86828,86579,86829,86390,-28,86579,86579,86579,86579,0
8,1777542119,52,117,1496555,1484100,1498240,1471250,-137,1484150,1483690,1483880,1484100,1485425
8,1777542119,52,8,1695955,1686130,1696235,1674190,-99,1686210,1685860,1686080,1686130,1688920
8,1777542119,52,131,1392290,1389265,1392750,1377090,-8,1389635,1389180,1389635,1389265,1388755
8,1777542119,52,66,1279070,1274435,1280280,1265605,-93,1274790,1274410,1274790,1274435,1276165
8,1777542119,52,56,2803560,2790600,2807090,2776275,-126,2791755,2790075,2791535,2790600,0
8,1777542119,52,53,1677740,1671865,1680720,1656635,-51,1672105,1671690,1672105,1671865,1673240
8,1777542119,52,115,1784105,1769765,1784250,1755480,-113,1769855,1768895,1769265,1769765,1771405
8,1777542119,52,94,299045,299275,300950,295180,-37,299335,299255,299325,299275,0
8,1777542119,52,109,870125,868405,872925,861720,-81,868615,868340,868605,868405,0
8,1777542119,52,86,735325,732585,736625,720840,-107,732745,731920,732070,732585,733120
8,1777542119,52,6,2273680,2265415,2275900,2249800,-95,2265985,2265370,2265985,2265415,2268455
8,1777542119,52,44,323366,322794,323366,321871,-15,322874,322794,322874,322794,0
8,1777542119,52,96,1097045,1091895,1098125,1080165,-117,1091895,1091540,1091610,1091895,0
8,1777542119,52,134,195975,194585,196895,193075,-60,194630,194400,194585,194585,194800
8,1777542119,52,78,1604705,1600815,1608250,1583180,-63,1600900,1600550,1600855,1600815,1602650
8,1777542119,52,88,5181560,5170510,5198610,5121615,-85,5170510,5169640,5170310,5170510,0
8,1777542119,52,104,487700,486190,488580,482640,-99,486315,486145,486300,486190,0
8,1777542119,52,75,6145975,6105550,6146220,6068740,-107,6106315,6104605,6106235,6105550,0
8,1777542119,52,0,2399695,2396355,2408745,2379685,-89,2397220,2396295,2397220,2396355,2399505
8,1777542119,52,95,410020,406465,410160,403715,-139,406535,406445,406520,406465,0
8,1777542119,52,36,1226165,1224465,1230470,1219090,-68,1224910,1224225,1224880,1224465,1226045
8,1777542119,52,17,855640,846760,855640,841525,-186,847385,846655,847335,846760,848625
8,1777542119,52,81,157150,157101,157150,157101,-1,157101,157101,157101,157101,0
8,1777542119,52,106,1421845,1414755,1422040,1403780,-79,1414895,1414660,1414795,1414755,0
8,1777542119,52,110,1487925,1474130,1487925,1459720,-135,1474160,1473445,1473575,1474130,1475425
8,1777542119,52,138,1459250,1448805,1460350,1438440,-101,1448995,1448735,1448995,1448805,1450345
8,1777542119,52,37,557150,555280,558075,550220,-51,555320,555235,555295,555280,0
8,1777542119,52,119,785805,779145,785870,773275,-95,779145,778990,779075,779145,779780
8,1777542119,52,58,3017875,3012165,3029425,2983040,-95,3012285,3011590,3012070,3012165,0
8,1777542119,52,124,1953615,1938375,1953720,1928155,-97,1938680,1938315,1938485,1938375,0
8,1777542119,52,137,323375,320625,323465,318560,-124,320625,320355,320375,320625,320860
8,1777542119,52,103,1774575,1761915,1775485,1749730,-150,1762330,1761820,1762180,1761915,0
8,1777542119,52,57,2572830,2568900,2577835,2546515,-70,2569005,2568550,2568850,2568900,0
8,1777542119,52,70,2338055,2323685,2338685,2310155,-85,2323820,2323440,2323590,2323685,0
8,1777542119,52,31,1094230,1094535,1098425,1080930,-43,1094535,1094300,1094505,1094535,1094915
8,1777542119,52,100,1633325,1630055,1636485,1616320,-51,1630070,1629745,1629865,1630055,0
8,1777542119,52,60,1480875,1491810,1499065,1478740,-15,1491810,1491130,1491395,1491810,1492840
8,1777542119,52,108,1673760,1654245,1673765,1649325,-145,1654485,1654190,1654395,1654245,0
8,1777542119,52,64,1624055,1616080,1624780,1605670,-103,1616400,1616035,1616400,1616080,1618445
8,1777542119,52,122,1768480,1760660,1768905,1747935,-85,1760970,1760595,1760970,1760660,1762840
8,1777542119,52,77,4485705,4497135,4526350,4465035,-13,4498380,4496830,4498285,4497135,4501490
8,1777542119,52,4,5488065,5473615,5511160,5444025,-120,5477605,5473275,5477035,5473615,5486435
8,1777542119,52,59,400405,399980,402015,396665,-94,400105,399950,400095,399980,0
8,1777542119,52,136,1889800,1900285,1910650,1886410,-20,1900315,1899745,1900025,1900285,1901540
8,1777542119,52,27,2571760,2559975,2576740,2549145,-121,2561440,2559605,2561380,2559975,2565735
8,1777542119,52,123,684535,681490,684880,677145,-71,681495,681405,681485,681490,682190
8,1777542119,52,97,3807890,3791710,3810245,3751180,-120,3792655,3791405,3792550,3791710,0
8,1777542119,52,12,4088335,4072970,4089890,4038545,-57,4073800,4072755,4073405,4072970,4076450
8,1777542119,52,69,484305,482770,485135,479270,-100,482890,482725,482875,482770,0
8,1777542119,52,32,1809560,1804490,1823230,1779170,-178,1805795,1804385,1805680,1804490,0
8,1777542119,52,9,80290,79285,80415,78595,-158,79295,79250,79270,79285,79420
8,1777542119,52,28,553,553,553,553,0,553,553,553,553,0
8,1777542119,52,71,1560725,1553715,1561520,1539045,-89,1553760,1553440,1553580,1553715,0
8,1777542119,52,135,1198665,1192930,1199030,1181225,-101,1193065,1192850,1192945,1192930,1193945
8,1777542119,52,40,296658,295821,296660,295251,-26,295821,295821,295821,295821,0
8,1777542119,52,18,3019775,3019165,3037445,3003525,-92,3020615,3018850,3020520,3019165,3024290
8,1777542119,52,52,882215,878185,883370,869590,-58,878240,877915,878215,878185,879125
8,1777542119,52,130,153485,153070,153785,151935,-90,153110,153070,153110,153070,153265
8,1777542119,52,43,324343,323586,324345,323306,-21,323586,323586,323586,323586,0
8,1777542119,52,14,3210435,3187260,3211370,3162275,-95,3187265,3186335,3186620,3187260,3189630
8,1777542119,52,65,1386505,1380810,1388535,1368860,-89,1380880,1380475,1380605,1380810,1383030
